poi,predominance,term
Barrio Artista,0.1404,figueroa
Barrio Artista,0.1368,colonial
Barrio Artista,0.1368,juan
Barrio Artista,0.1346,siglo
Barrio Artista,0.1335,aire
Barrio Artista,0.1335,libre
Barrio Artista,0.1306,comercio
Barrio Artista,0.1306,plástico
Barrio Artista,0.1298,obro
Barrio Artista,0.1298,paseo
Barrio Artista,0.1295,pintor
Barrio Artista,0.1295,taller
Barrio Artista,0.1217,construcción
Barrio Artista,0.1123,mayo
Barrio Artista,0.1053,primer
Barrio Artista,0.1053,sitio
Barrio Artista,0.0999,actividad
Barrio Artista,0.0999,público
Barrio Artista,0.0958,grande
Barrio Artista,0.0958,nacional
Barrio Artista,0.0958,típico
Barrio Artista,0.0951,autoridad
Barrio Artista,0.0951,clase
Barrio Artista,0.0951,faustino
Barrio Artista,0.0951,municipal
Barrio Artista,0.0951,salazar
Barrio Artista,0.0951,teatro
Barrio Artista,0.0927,bello
Barrio Artista,0.0920,antiguo
Barrio Artista,0.0920,historia
Barrio Artista,0.0904,agradable
Barrio Artista,0.0904,alumno
Barrio Artista,0.0904,artisto
Barrio Artista,0.0904,baratillo
Barrio Artista,0.0904,bueno
Barrio Artista,0.0904,carlos
Barrio Artista,0.0888,capital
Barrio Artista,0.0888,grupo
Barrio Artista,0.0888,monumento
Barrio Artista,0.0888,plaza
Barrio Artista,0.0884,academia
Barrio Artista,0.0884,concierto
Barrio Artista,0.0884,gobernador
Barrio Artista,0.0884,hernández
Barrio Artista,0.0884,pasado
Barrio Artista,0.0884,Ángel
Barrio Artista,0.0879,manuel
Barrio Artista,0.0879,viejo
Barrio Artista,0.0878,bronce
Barrio Artista,0.0878,café
Barrio Artista,0.0878,comida
Barrio Artista,0.0878,mercado
Barrio Artista,0.0878,plazuela
Barrio Artista,0.0878,presidente
Barrio Artista,0.0878,rafael
Barrio Artista,0.0878,torr
Barrio Artista,0.0778,san
Barrio Artista,0.0619,general
Barrio Artista,0.0619,primero
Barrio Artista,0.0571,estilo
Barrio Artista,0.0535,diferente
Barrio Artista,0.0535,pintura
Barrio Artista,0.0535,planta
Barrio Artista,0.0535,segundo
Barrio Artista,0.0508,día
Barrio Artista,0.0508,sala
Barrio Artista,0.0487,embargo
Barrio Artista,0.0487,gobierno
Barrio Artista,0.0483,accesorio
Barrio Artista,0.0483,agrado
Barrio Artista,0.0483,agruparse
Barrio Artista,0.0483,alconedo
Barrio Artista,0.0483,alvarado
Barrio Artista,0.0483,anal
Barrio Artista,0.0483,anita
Barrio Artista,0.0483,arrieta
Barrio Artista,0.0483,bodet
Barrio Artista,0.0483,canción
Barrio Artista,0.0483,captará
Barrio Artista,0.0483,castellano
Barrio Artista,0.0483,ceden
Barrio Artista,0.0483,centeno
Piramide Cholula,0.5639,pirámide
Piramide Cholula,0.5579,gran
Piramide Cholula,0.4745,cholula
Piramide Cholula,0.4003,ciudad
Piramide Cholula,0.3613,año
Piramide Cholula,0.3054,centro
Piramide Cholula,0.2884,lugar
Piramide Cholula,0.2429,construcción
Piramide Cholula,0.2287,historia
Piramide Cholula,0.2072,templo
Piramide Cholula,0.2021,zona
Piramide Cholula,0.1994,edificio
Piramide Cholula,0.1986,principal
Piramide Cholula,0.1978,arqueológico
Piramide Cholula,0.1966,prehispánico
Piramide Cholula,0.1846,importante
Piramide Cholula,0.1805,mesoamérico
Piramide Cholula,0.1701,siglo
Piramide Cholula,0.1551,período
Piramide Cholula,0.1539,estructura
Piramide Cholula,0.1539,mural
Piramide Cholula,0.1419,tiempo
Piramide Cholula,0.1384,antiguo
Piramide Cholula,0.1365,último
Piramide Cholula,0.1341,cultura
Piramide Cholula,0.1335,mesoamericano
Piramide Cholula,0.1330,nombre
Piramide Cholula,0.1210,grande
Piramide Cholula,0.1201,basamento
Piramide Cholula,0.1201,bebedores
Piramide Cholula,0.1201,túnel
Piramide Cholula,0.1170,mismo
Piramide Cholula,0.1142,católico
Piramide Cholula,0.1140,méxico
Piramide Cholula,0.1069,área
Piramide Cholula,0.1069,época
Piramide Cholula,0.1014,sala
Piramide Cholula,0.0965,olmeco
Piramide Cholula,0.0931,histórico
Piramide Cholula,0.0931,mayor
Piramide Cholula,0.0918,posclásico
Piramide Cholula,0.0917,español
Piramide Cholula,0.0902,central
Piramide Cholula,0.0898,comercial
Piramide Cholula,0.0898,llegada
Piramide Cholula,0.0891,cerro
Piramide Cholula,0.0805,mexicano
Piramide Cholula,0.0805,parte
Piramide Cholula,0.0805,primer
Piramide Cholula,0.0805,sitio
Piramide Cholula,0.0783,san
Piramide Cholula,0.0764,religioso
Piramide Cholula,0.0732,hecho
Piramide Cholula,0.0727,constructivo
Piramide Cholula,0.0727,huida
Piramide Cholula,0.0727,lluvia
Piramide Cholula,0.0727,teotihuacan
Piramide Cholula,0.0727,teotihuacano
Piramide Cholula,0.0727,teotihuacán
Piramide Cholula,0.0709,acceso
Piramide Cholula,0.0709,actual
Piramide Cholula,0.0691,quetzalcóatl
Piramide Cholula,0.0691,volumen
Piramide Cholula,0.0691,lado
Piramide Cholula,0.0679,culto
Piramide Cholula,0.0679,monumento
Piramide Cholula,0.0679,piedra
Piramide Cholula,0.0676,altura
Piramide Cholula,0.0676,piramidal
Piramide Cholula,0.0676,superior
Piramide Cholula,0.0672,cerámica
Piramide Cholula,0.0672,clásico
Piramide Cholula,0.0672,tamaño
Piramide Cholula,0.0671,altar
Piramide Cholula,0.0671,distinto
Piramide Cholula,0.0671,poniente
Piramide Cholula,0.0539,diferente
Piramide Cholula,0.0539,estado
Piramide Cholula,0.0539,pintura
Piramide Cholula,0.0490,recorrido
Piramide Cholula,0.0490,región
Piramide Cholula,0.0487,aliado
Piramide Cholula,0.0487,altiplano
Piramide Cholula,0.0487,arqueólogo
Piramide Cholula,0.0487,asentamiento
Piramide Cholula,0.0487,chapulines
Piramide Cholula,0.0487,chiconaquiahuitl
Piramide Cholula,0.0487,chollollan
Piramide Cholula,0.0487,declive
Piramide Cholula,0.0487,gobernante
Piramide Cholula,0.0487,hegemonía
Piramide Cholula,0.0487,metrópoli
Piramide Cholula,0.0487,olmeca
Piramide Cholula,0.0487,originario
Piramide Cholula,0.0487,pirámid
Piramide Cholula,0.0487,portador
Piramide Cholula,0.0487,remedio
Piramide Cholula,0.0487,sol
Piramide Cholula,0.0487,tenochtitlan
Piramide Cholula,0.0487,tlachihualtépetl
Capilla Rosario,0.5470,santo
Capilla Rosario,0.5018,rosario
Capilla Rosario,0.4236,capilla
Capilla Rosario,0.3146,virgen
Capilla Rosario,0.2966,san
Capilla Rosario,0.2318,barroco
Capilla Rosario,0.2287,pintura
Capilla Rosario,0.2241,mismo
Capilla Rosario,0.1912,méxico
Capilla Rosario,0.1843,dominico
Capilla Rosario,0.1797,domingo
Capilla Rosario,0.1797,templo
Capilla Rosario,0.1649,siglo
Capilla Rosario,0.1645,obra
Capilla Rosario,0.1631,forma
Capilla Rosario,0.1540,crucero
Capilla Rosario,0.1540,oro
Capilla Rosario,0.1506,cúpula
Capilla Rosario,0.1494,orden
Capilla Rosario,0.1491,primero
Capilla Rosario,0.1358,interior
Capilla Rosario,0.1341,año
Capilla Rosario,0.1290,xvi
Capilla Rosario,0.1285,nave
Capilla Rosario,0.1224,religioso
Capilla Rosario,0.1198,construcción
Capilla Rosario,0.1165,brazo
Capilla Rosario,0.1165,spirit
Capilla Rosario,0.1132,ciudad
Capilla Rosario,0.1105,gran
Capilla Rosario,0.1088,maría
Capilla Rosario,0.1036,planta
Capilla Rosario,0.0912,vida
Capilla Rosario,0.0902,mayor
Capilla Rosario,0.0902,poblano
Capilla Rosario,0.0890,octavo
Capilla Rosario,0.0889,lado
Capilla Rosario,0.0870,devoción
Capilla Rosario,0.0870,señora
Capilla Rosario,0.0870,tierra
Capilla Rosario,0.0870,ventana
Capilla Rosario,0.0865,bóveda
Capilla Rosario,0.0865,josé
Capilla Rosario,0.0864,altar
Capilla Rosario,0.0864,columna
Capilla Rosario,0.0864,decoración
Capilla Rosario,0.0864,fray
Capilla Rosario,0.0864,ángel
Capilla Rosario,0.0832,arte
Capilla Rosario,0.0832,estilo
Capilla Rosario,0.0710,arquitectura
Capilla Rosario,0.0710,casa
Capilla Rosario,0.0704,carnero
Capilla Rosario,0.0704,corto
Capilla Rosario,0.0704,flor
Capilla Rosario,0.0704,gracia
Capilla Rosario,0.0687,juan
Capilla Rosario,0.0670,divino
Capilla Rosario,0.0670,estuco
Capilla Rosario,0.0670,hoja
Capilla Rosario,0.0670,izquierdo
Capilla Rosario,0.0670,jesús
Capilla Rosario,0.0670,lucas
Capilla Rosario,0.0670,novohispano
Capilla Rosario,0.0670,azulejo
Capilla Rosario,0.0670,iglesia
Capilla Rosario,0.0670,mundo
Capilla Rosario,0.0670,muro
Capilla Rosario,0.0655,arcángel
Capilla Rosario,0.0655,ciprés
Capilla Rosario,0.0655,claro
Capilla Rosario,0.0655,maravilla
Capilla Rosario,0.0651,base
Capilla Rosario,0.0651,rodríguez
Capilla Rosario,0.0651,trabajo
Capilla Rosario,0.0650,imagen
Capilla Rosario,0.0650,lienzo
Capilla Rosario,0.0568,lugar
Capilla Rosario,0.0557,mano
Capilla Rosario,0.0522,importante
Capilla Rosario,0.0522,mexicano
Capilla Rosario,0.0522,parte
Capilla Rosario,0.0522,primer
Capilla Rosario,0.0522,segundo
Capilla Rosario,0.0495,talavera
Capilla Rosario,0.0475,embargo
Capilla Rosario,0.0475,grande
Capilla Rosario,0.0475,tipo
Capilla Rosario,0.0471,caridad
Capilla Rosario,0.0471,cuenca
Capilla Rosario,0.0471,deslumbrante
Capilla Rosario,0.0471,dón
Capilla Rosario,0.0471,evangelización
Capilla Rosario,0.0471,glorificación
Capilla Rosario,0.0471,lambrín
Capilla Rosario,0.0471,lámina
Capilla Rosario,0.0471,quilates
Capilla Rosario,0.0471,simbolismo
Capilla Rosario,0.0471,ónix
Capilla Rosario,0.0459,imágén
Centro Expositor,1.0155,centro
Centro Expositor,0.5312,servicio
Centro Expositor,0.4878,espacio
Centro Expositor,0.4384,exposicion
Centro Expositor,0.4382,exposición
Centro Expositor,0.3839,arquitectónico
Centro Expositor,0.3833,ciudad
Centro Expositor,0.3811,congreso
Centro Expositor,0.3623,general
Centro Expositor,0.3545,capacidad
Centro Expositor,0.3517,evento
Centro Expositor,0.3133,importante
Centro Expositor,0.3133,planta
Centro Expositor,0.3133,área
Centro Expositor,0.2851,grande
Centro Expositor,0.2851,nacional
Centro Expositor,0.2830,bloqu
Centro Expositor,0.2830,decena
Centro Expositor,0.2830,detonador
Centro Expositor,0.2830,entidad
Centro Expositor,0.2830,usuario
Centro Expositor,0.2758,alto
Centro Expositor,0.2691,libre
Centro Expositor,0.2691,productivo
Centro Expositor,0.2643,internacional
Centro Expositor,0.2643,nivel
Centro Expositor,0.2633,comercio
Centro Expositor,0.2633,expositor
Centro Expositor,0.2617,recinto
Centro Expositor,0.2617,sede
Centro Expositor,0.2612,columna
Centro Expositor,0.2612,convención
Centro Expositor,0.1886,obra
Centro Expositor,0.1768,diferente
Centro Expositor,0.1768,primer
Centro Expositor,0.1678,artístico
Centro Expositor,0.1678,sala
Centro Expositor,0.1597,audio
Centro Expositor,0.1597,cableado
Centro Expositor,0.1597,circuito
Centro Expositor,0.1597,conceptual
Centro Expositor,0.1597,confort
Centro Expositor,0.1597,convencion
Centro Expositor,0.1597,especificación
Centro Expositor,0.1597,falda
Centro Expositor,0.1597,ferio
Centro Expositor,0.1597,fácil
Centro Expositor,0.1597,inalámbrico
Centro Expositor,0.1597,internet
Centro Expositor,0.1597,logístico
Centro Expositor,0.1597,multifuncional
Centro Expositor,0.1597,móvil
Centro Expositor,0.1597,panta
Centro Expositor,0.1597,simultáneo
Centro Expositor,0.1597,telefonía
Centro Expositor,0.1597,televisión
Centro Expositor,0.1597,traducción
Centro Expositor,0.1597,voceo
Centro Expositor,0.1556,acceso
Centro Expositor,0.1556,persona
Centro Expositor,0.1519,bodega
Centro Expositor,0.1519,categoría
Centro Expositor,0.1519,espectáculo
Centro Expositor,0.1519,exhibicion
Centro Expositor,0.1519,facilidad
Centro Expositor,0.1519,feria
Centro Expositor,0.1519,realización
Centro Expositor,0.1519,seguridad
Centro Expositor,0.1519,sistema
Centro Expositor,0.1519,Área
Centro Expositor,0.1518,amplio
Centro Expositor,0.1518,proyecto
Centro Expositor,0.1492,bajo
Centro Expositor,0.1492,calidad
Centro Expositor,0.1492,cultural
Centro Expositor,0.1492,fuerte
Centro Expositor,0.1485,administrativo
Centro Expositor,0.1485,concierto
Centro Expositor,0.1485,oficial
Centro Expositor,0.1485,oficina
Centro Expositor,0.1485,perfecto
Centro Expositor,0.1477,especial
Centro Expositor,0.1477,instalación
Centro Expositor,0.1477,loreto
Centro Expositor,0.1477,moderno
Centro Expositor,0.1474,apoyo
Centro Expositor,0.1474,característica
Centro Expositor,0.1474,equipo
Centro Expositor,0.1474,estacionamiento
Centro Expositor,0.1474,máximo
Casa AlfeñIque,0.9152,casa
Casa AlfeñIque,0.5743,alfeñique
Casa AlfeñIque,0.4737,poblano
Casa AlfeñIque,0.4267,museo
Casa AlfeñIque,0.4177,siglo
Casa AlfeñIque,0.3098,moral
Casa AlfeñIque,0.2805,regional
Casa AlfeñIque,0.2435,ignacio
Casa AlfeñIque,0.2394,xvi
Casa AlfeñIque,0.2272,fachada
Casa AlfeñIque,0.2161,ciudad
Casa AlfeñIque,0.2070,estilo
Casa AlfeñIque,0.2020,maestro
Casa AlfeñIque,0.2012,dulce
Casa AlfeñIque,0.1940,estado
Casa AlfeñIque,0.1940,nombre
Casa AlfeñIque,0.1940,primer
Casa AlfeñIque,0.1753,herrero
Casa AlfeñIque,0.1753,joven
Casa AlfeñIque,0.1753,olavarrieta
Casa AlfeñIque,0.1714,historia
Casa AlfeñIque,0.1708,juan
Casa AlfeñIque,0.1708,xix
Casa AlfeñIque,0.1667,alejandro
Casa AlfeñIque,0.1630,encargo
Casa AlfeñIque,0.1573,gran
Casa AlfeñIque,0.1573,mayo
Casa AlfeñIque,0.1475,objeto
Casa AlfeñIque,0.1475,pintura
Casa AlfeñIque,0.1448,san
Casa AlfeñIque,0.1399,sala
Casa AlfeñIque,0.1342,arquitectónico
Casa AlfeñIque,0.1342,francisco
Casa AlfeñIque,0.1332,argamasa
Casa AlfeñIque,0.1332,azúcar
Casa AlfeñIque,0.1332,chino
Casa AlfeñIque,0.1332,códiz
Casa AlfeñIque,0.1332,ruiz
Casa AlfeñIque,0.1267,almendra
Casa AlfeñIque,0.1267,carruaje
Casa AlfeñIque,0.1267,célebre
Casa AlfeñIque,0.1267,mezcla
Casa AlfeñIque,0.1267,ruíz
Casa AlfeñIque,0.1244,familia
Casa AlfeñIque,0.1239,antonio
Casa AlfeñIque,0.1239,traje
Casa AlfeñIque,0.1232,barroco
Casa AlfeñIque,0.1232,habitación
Casa AlfeñIque,0.1229,blanco
Casa AlfeñIque,0.1152,histórico
Casa AlfeñIque,0.1063,arte
Casa AlfeñIque,0.1063,obra
Casa AlfeñIque,0.0996,planta
Casa AlfeñIque,0.0946,pieza
Casa AlfeñIque,0.0946,público
Casa AlfeñIque,0.0907,típico
Casa AlfeñIque,0.0900,beneficencia
Casa AlfeñIque,0.0900,delicado
Casa AlfeñIque,0.0900,incháurregui
Casa AlfeñIque,0.0900,monte
Casa AlfeñIque,0.0900,salida
Casa AlfeñIque,0.0900,vidal
Casa AlfeñIque,0.0877,interior
Casa AlfeñIque,0.0877,santo
Casa AlfeñIque,0.0868,antiguo
Casa AlfeñIque,0.0856,abuelo
Casa AlfeñIque,0.0856,díaz
Casa AlfeñIque,0.0856,hotel
Casa AlfeñIque,0.0856,huevo
Casa AlfeñIque,0.0856,leyenda
Casa AlfeñIque,0.0856,piedad
Casa AlfeñIque,0.0856,porfirio
Casa AlfeñIque,0.0855,azulejo
Casa AlfeñIque,0.0855,colección
Casa AlfeñIque,0.0855,elemento
Casa AlfeñIque,0.0855,español
Casa AlfeñIque,0.0855,inmueble
Casa AlfeñIque,0.0841,exhibición
Casa AlfeñIque,0.0841,maría
Casa AlfeñIque,0.0837,claro
Casa AlfeñIque,0.0837,hijo
Casa AlfeñIque,0.0837,patrono
Casa AlfeñIque,0.0837,plano
Casa AlfeñIque,0.0832,señor
Casa AlfeñIque,0.0832,óleo
Casa AlfeñIque,0.0831,cantidad
Casa AlfeñIque,0.0831,fundador
Casa AlfeñIque,0.0831,ladrillo
Casa AlfeñIque,0.0831,pintor
Casa AlfeñIque,0.0734,centro
Casa AlfeñIque,0.0584,general
Casa AlfeñIque,0.0584,mayor
Casa AlfeñIque,0.0539,mano
Casa AlfeñIque,0.0539,tiempo
Casa AlfeñIque,0.0505,diferente
Casa AlfeñIque,0.0505,área
Casa AlfeñIque,0.0505,época
Casa AlfeñIque,0.0479,artístico
Casa AlfeñIque,0.0479,edificio
Casa AlfeñIque,0.0479,talavera
